Reporter,Partner,Product categories,Indicator Type,Indicator,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Cyprus,...,...,Trade Indicator,HH Market concentration index,              0.04,              0.04,              0.05,      0.05,      0.05,      0.08,      0.08,      0.06,      0.07,      0.12,      0.09,      0.08,      0.30,      0.08,      0.07,      0.06,      0.07,      0.08,      0.09,      0.10,      0.11,      0.08,      0.10,      0.09,      0.12,      0.17,      0.09,      0.14,      0.12,      0.16,
Cyprus,...,...,Trade Indicator,Index of export market penetration,              3.33,              3.38,              3.29,      2.94,      3.17,      3.20,      3.24,      3.17,      3.06,      2.99,      2.93,      2.90,      2.76,      2.83,      2.76,      2.65,      2.71,      2.83,      2.82,      2.58,      2.54,      2.53,      2.54,      2.33,      2.21,      2.15,      2.17,      2.23,      2.32,      2.30,
Cyprus,...,...,Development,Trade (% of GDP),            145.35,            146.40,            139.80,    138.03,    131.28,    121.14,    112.54,    110.82,    109.10,    102.79,    112.93,    111.27,    109.81,    111.92,    113.90,    114.00,    123.64,    131.85,    137.49,    131.21,    134.91,    139.76,    140.85,    134.39,     95.78,     95.42,    110.10,    104.18,    108.61,    111.33,    101.58
Cyprus,...,...,Development,Trade Balance (% of GDP),              0.79,             -0.37,              1.70,      2.62,      0.94,      1.58,     -1.91,     -3.83,     -8.34,     -5.35,    -12.76,     -4.76,     -2.93,     -0.53,     -0.12,      1.52,      1.17,      4.57,      2.43,      2.64,      2.49,     -1.39,     -0.43,     -0.86,     -0.40,     -0.43,    -11.18,    -10.01,     -5.61,     -8.41,     -5.43
Cyprus,...,...,Development,Trade in services (% of GDP),             88.83,             94.61,             90.15,     87.51,     81.54,     73.31,     61.70,     58.82,     57.20,     55.32,     59.05,     50.36,     47.60,     47.27,     48.99,     50.84,     53.78,     57.27,     56.61,     52.45,     49.69,     49.30,     47.11,     47.22,     47.25,     47.04,     49.27,     44.82,     47.89,     47.72,     44.72
Cyprus,Bulgaria,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,      7.88,     15.06,      9.13,,,,,,,
Cyprus,Bunkers,All Products,Export,Partner share(%)-Top 5 Export Partner,              7.47,              8.20,              7.38,      6.98,      9.76,     15.80,     18.68,     18.25,     14.37,     14.02,     19.93,     15.65,     18.56,     15.73,      7.73,      9.73,      8.28,,,,,,,,,,,,,,
Cyprus,Cayman Islands,All Products,Export,Partner share(%)-Top 5 Export Partner,             14.88,,,      5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,China,All Products,Import,Partner share(%)-Top 5 Import Partner,,              7.15,              7.69,      5.35,      9.82,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,"Egypt, Arab Rep.",All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,      6.46,,,,
Cyprus,France,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,      7.37,     16.95,,,,,,,,,,,,,,,,,
Cyprus,France,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,      6.28,,,,,,,,,,,,,,,     11.79,
Cyprus,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,      4.78,      9.28,      8.40,      5.32,      6.15,,      5.29,      4.98,      3.92,,,,,,,,,,      5.16,,      5.16,      5.23,,
Cyprus,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,,              6.92,             16.64,      6.81,      7.50,      6.53,      6.98,      8.03,      8.95,      8.62,      8.21,      9.27,      8.86,      8.27,      8.95,      7.52,      8.80,      6.83,      7.00,      6.86,      8.46,      5.97,      7.05,      8.16,      8.22,,      9.01,      9.56,      9.05,      9.13,
Cyprus,Greece,All Products,Export,Partner share(%)-Top 5 Export Partner,              6.57,              7.72,             10.12,      6.61,      9.12,     16.65,     20.25,     23.61,     21.28,     22.72,     18.79,     19.83,     13.22,     11.40,     11.86,      9.18,      8.29,      8.18,      7.93,      8.99,      9.78,      7.18,      5.79,      6.00,      7.57,      7.68,      8.32,      8.36,      9.88,     10.23,
Cyprus,Greece,All Products,Import,Partner share(%)-Top 5 Import Partner,             17.77,             18.88,             17.92,     20.27,     20.13,     23.19,     21.25,     21.21,     18.70,     20.00,     16.77,     17.48,     17.35,     17.08,     15.14,     11.98,      9.54,      8.91,      8.58,      8.30,      8.17,      7.16,      7.21,      7.19,,      8.32,,,,,
Cyprus,Ireland,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,      5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Israel,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,      3.85,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Israel,All Products,Import,Partner share(%)-Top 5 Import Partner,              5.64,,,,      8.03,     13.48,     11.78,     10.11,      7.83,      6.84,      8.03,      6.44,      6.20,      7.02,,,,,,,,,,,,,,,,,
Cyprus,Italy,All Products,Import,Partner share(%)-Top 5 Import Partner,              8.27,              7.38,              5.68,      6.64,,      6.99,      8.17,      8.02,      9.28,     10.71,     10.51,     10.10,     11.42,     10.13,     10.52,      9.85,      9.24,      8.83,      8.83,      8.96,      9.37,      8.23,      9.15,      9.79,      9.88,     10.42,      9.66,     10.15,      9.97,      9.49,
Cyprus,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,      5.64,      6.75,,,,,,,,      6.81,      8.11,     10.52,     11.36,     11.50,     10.83,
Cyprus,"Korea, Rep.",All Products,Import,Partner share(%)-Top 5 Import Partner,              6.99,              6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Lebanon,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,      3.54,      3.40,      3.30,      3.37,      2.74,,,,,      3.40,      3.65,,,      4.87,      5.49,,,,      8.63,     12.84,     12.09,     12.68,      9.69,      8.57,
Cyprus,Liberia,All Products,Export,Partner share(%)-Top 5 Export Partner,,,              5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Libya,All Products,Export,Partner share(%)-Top 5 Export Partner,              9.02,              8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Marshall Islands,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,      6.59,      9.22,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,     13.44,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Norway,All Products,Export,Partner share(%)-Top 5 Export Partner,,              6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Romania,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,      2.88,,,,,,,,,,,,,,,,,,,
Cyprus,Russian Federation,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,      8.42,      7.76,      6.51,     10.31,     19.58,     17.52,     13.66,     10.19,,,,,,
Cyprus,Saudi Arabia,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      4.29,
Cyprus,Sweden,All Products,Export,Partner share(%)-Top 5 Export Partner,,,              6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Syrian Arab Republic,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,      6.42,,,,,,,,,,,,
